"sku";"nombre_tecnico_seo";"estado_staging";"marca";"referencia_fabricante";"enlace_producto_oficial";"enlace_ficha_tecnica";"enlace_imagen_directa";"estado_derechos_imagen";"referencia_permiso_imagen";"datos_confirmados";"observaciones";"nombre_provisional_original"
"SRT-PENDING-A489247D6512";"Cable Tríplex de Aluminio 2x4/0+2/0 XLPE Neutro Aislado";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/cable-aluminio-triplex-aislado-2x4-0-4-0-n-a-xlpe";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/76779/thumb/d75a1deeb9970e72d6f1f6d255d7060e.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aluminio Triplex Aislado 2x4/0 + 4/0 N.A XLPE"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Aluminio Triplex Aislado 2x4/0 + 2/0 N.A XLPE"
"SRT-PENDING-781A57233F63";"Cable Tríplex de Aluminio 2x2/0+2/0 XLPE Neutro Aislado";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/cable-aluminio-triplex-aislado-2x4-0-4-0-n-a-xlpe";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/76779/thumb/d75a1deeb9970e72d6f1f6d255d7060e.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aluminio Triplex Aislado 2x4/0 + 4/0 N.A XLPE"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Aluminio Triplex Aislado 2x2/0 + 2/0 N.A XLPE"
"SRT-PENDING-4867D6D22AAF";"Cable Tríplex de Aluminio 2x2/0+1/0 XLPE Neutro Aislado";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/cable-aluminio-triplex-aislado-2x4-0-4-0-n-a-xlpe";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/76779/thumb/d75a1deeb9970e72d6f1f6d255d7060e.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aluminio Triplex Aislado 2x4/0 + 4/0 N.A XLPE"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Aluminio Triplex Aislado 2x2/0 + 1/0 N.A XLPE"
"SRT-PENDING-B11AA016E2B8";"Cable Tríplex de Aluminio 2x1/0+1/0 XLPE Neutro Aislado";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/cable-aluminio-triplex-aislado-2x4-0-4-0-n-a-xlpe";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/76779/thumb/d75a1deeb9970e72d6f1f6d255d7060e.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aluminio Triplex Aislado 2x4/0 + 4/0 N.A XLPE"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Aluminio Triplex Aislado 2x1/0 + 1/0 N.A XLPE"
"SRT-PENDING-BEE533777F39";"Cable Tríplex de Aluminio 2x1/0+2 XLPE Neutro Aislado";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/cable-aluminio-triplex-aislado-2x4-0-4-0-n-a-xlpe";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/76779/thumb/d75a1deeb9970e72d6f1f6d255d7060e.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aluminio Triplex Aislado 2x4/0 + 4/0 N.A XLPE"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Aluminio Triplex Aislado 2x1/0 + 2 N.A XLPE"
"SRT-PENDING-F0C739013C64";"Cable Tríplex de Aluminio 2x2+1/0 XLPE Neutro Aislado";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/cable-aluminio-triplex-aislado-2x4-0-4-0-n-a-xlpe";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/76779/thumb/d75a1deeb9970e72d6f1f6d255d7060e.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aluminio Triplex Aislado 2x4/0 + 4/0 N.A XLPE"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Aluminio Triplex Aislado 2x2 + 1/0 N.A XLPE"
"SRT-PENDING-FEF1B0043135";"Cable Tríplex de Aluminio 2x2+2 XLPE Neutro Aislado";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/cable-aluminio-triplex-aislado-2x4-0-4-0-n-a-xlpe";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/76779/thumb/d75a1deeb9970e72d6f1f6d255d7060e.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aluminio Triplex Aislado 2x4/0 + 4/0 N.A XLPE"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Aluminio Triplex Aislado 2x2 + 2 N.A XLPE"
"SRT-PENDING-9D6BDB0B6AF8";"Cable Tríplex de Aluminio 2x4+2 XLPE Neutro Aislado";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/cable-aluminio-triplex-aislado-2x4-0-4-0-n-a-xlpe";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/76779/thumb/d75a1deeb9970e72d6f1f6d255d7060e.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aluminio Triplex Aislado 2x4/0 + 4/0 N.A XLPE"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Aluminio Triplex Aislado 2x4 + 2 N.A XLPE"
"SRT-PENDING-A5F2945A3C24";"Cable Tríplex de Aluminio 2x4+4 XLPE Neutro Aislado";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/cable-aluminio-triplex-aislado-2x4-0-4-0-n-a-xlpe";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/76779/thumb/d75a1deeb9970e72d6f1f6d255d7060e.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aluminio Triplex Aislado 2x4/0 + 4/0 N.A XLPE"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Aluminio Triplex Aislado 2x4 + 4 N.A XLPE"
"SRT-PENDING-8C051F2F5E7C";"Cable Dúplex de Aluminio 1x2+2 XLPE Neutro Desnudo";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/cable-aluminio-cuadruplex-desnudo-3x4-0-4-0-n-d-xlpe";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/76764/thumb/ef96e17b66cc85cf1bd8f3946b54f03a.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (83% familia/material/color) tomada de ""Cable Aluminio Cuadruplex Desnudo 3x4/0 + 4/0 N.D XLPE"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Aluminio Duplex Desnudo 1X2 + 2 N.D XLPE"
"SRT-PENDING-DDC30E095636";"Cable Dúplex de Aluminio 1x4+4 XLPE Neutro Desnudo";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/cable-aluminio-cuadruplex-desnudo-3x4-0-4-0-n-d-xlpe";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/76764/thumb/ef96e17b66cc85cf1bd8f3946b54f03a.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (83% familia/material/color) tomada de ""Cable Aluminio Cuadruplex Desnudo 3x4/0 + 4/0 N.D XLPE"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Aluminio Duplex Desnudo 1X4 + 4 N.D XLPE"
"SRT-PENDING-9B3D2F96EFA8";"Cable Dúplex de Aluminio 1x2+2 XLPE Neutro Aislado";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/cable-aluminio-cuadruplex-aislado-3x4-0-4-0-n-a-xlpe";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/76754/thumb/a04ed916384f5bf77f396726c6d643a0.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (60% familia, material AL) tomada de ""Cable Aluminio Cuadruplex Aislado 3x4/0 + 4/0 N.A XLPE"" en cablescolombia.com. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Aluminio Duplex 1x2+ 2 N.A XLPE"
"SRT-PENDING-AD0F27BB25AA";"Cable Dúplex de Aluminio 1x4+4 XLPE Neutro Aislado";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/cable-aluminio-cuadruplex-aislado-3x4-0-4-0-n-a-xlpe";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/76754/thumb/a04ed916384f5bf77f396726c6d643a0.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (60% familia, material AL) tomada de ""Cable Aluminio Cuadruplex Aislado 3x4/0 + 4/0 N.A XLPE"" en cablescolombia.com. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Aluminio Duplex 1x4+ 4 N.A XLPE"
"SRT-PENDING-061EAC97419A";"Cable Para Batería 4 AWG Cobre Flexible";"pendiente_investigacion";"Panyu/Centelsa/Procables";"";"https://cablescolombia.com/producto/cable-bateria-n4";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/394/thumb/03eb3f713dfdf9fb352a3e298bc0afb8.jpg";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Bateria N4"". Verificar visualmente y obtener permiso antes de publicar.";"Pendiente de verificación - Cable Bateria N4"
"SRT-PENDING-358405226874";"Cable Para Batería 2 AWG Cobre Flexible";"pendiente_investigacion";"Panyu/Centelsa/Procables";"";"https://cablescolombia.com/producto/cable-bateria-n2";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/396/thumb/1ac565d56ae195e065fdc171073d085a.jpg";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Bateria N2"". Verificar visualmente y obtener permiso antes de publicar.";"Pendiente de verificación - Cable Bateria N2"
"SRT-CTRL-7x12AWG-CU-PVC";"Cable de Control 7x12 AWG Cobre PVC";"pendiente_piloto";"Belden/Hellukabel/Lapp/Ramcro";"";"https://cablescolombia.com/producto/cable-control-2x14-20-awg-cu-pvc-tc-ls-90-c-600v";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/415/thumb/ae84b670718de90f5f18e35304c64720.jpg";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (regla ""control"") tomada de ""Cable Control 2x14+20 awg cu pvc tc ls 90°c 600v"" en cablescolombia.com. Puede diferir en calibre, color y construcción. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Control 7x12 AWG PC Cu PVC"
"SRT-CTRL-2x14-20AWG-CU-PVC-600V";"Cable de Control 2x14+20 AWG Cobre PVC";"pendiente_piloto";"Belden/Hellukabel/Lapp/Ramcro";"";"https://cablescolombia.com/producto/cable-control-2x14-20-awg-cu-pvc-tc-ls-90-c-600v";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/415/thumb/ae84b670718de90f5f18e35304c64720.jpg";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Control 2x14+20 awg cu pvc tc ls 90°c 600v"". Verificar visualmente y obtener permiso antes de publicar.";"Pendiente de verificación - Cable Control 2x14+20 awg cu pvc tc ls 90°c 600v"
"SRT-CTRL-4x14-20AWG-CU-PVC-600V";"Cable de Control 4x14+20 AWG Cobre PVC";"pendiente_piloto";"Belden/Hellukabel/Lapp/Ramcro";"";"https://cablescolombia.com/producto/cable-control-4x14-20-awg-cu-pvc-tc-ls-90-c-600v";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/421/thumb/2ff07147beba31a2ee1d25bef743e24b.jpg";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Control 4x14+20 awg cu pvc tc ls 90°c 600v"". Verificar visualmente y obtener permiso antes de publicar.";"Pendiente de verificación - Cable Control 4x14+20 awg cu pvc tc ls 90°c 600v"
"SRT-CTRL-6x14-20AWG-CU-PVC-600V";"Cable de Control 6x14+20 AWG Cobre PVC";"pendiente_piloto";"Belden/Hellukabel/Lapp/Ramcro";"";"https://cablescolombia.com/producto/cable-control-6x14-20-awg-cu-pvc-tc-ls-90-c-600v";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/423/thumb/36a1fff60deb0e5df03beb6b56b5b38a.jpg";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Control 6x14+20 awg cu pvc tc ls 90°c 600v"". Verificar visualmente y obtener permiso antes de publicar.";"Pendiente de verificación - Cable Control 6x14+20 awg cu pvc tc ls 90°c 600v"
"SRT-CTRL-9x14-20AWG-CU-PVC-600V";"Cable de Control 9x14+20 AWG Cobre PVC";"pendiente_piloto";"Belden/Hellukabel/Lapp/Ramcro";"";"https://cablescolombia.com/producto/cable-control-9x14-20-awg-cu-pvc-tc-ls-90-c-600v";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/424/thumb/877a1f6db51e90253bbfc8ceb4db11da.jpg";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Control 9x14+20 awg cu pvc tc ls 90°c 600v"". Verificar visualmente y obtener permiso antes de publicar.";"Pendiente de verificación - Cable Control 9x14+20 awg cu pvc tc ls 90°c 600v"
"SRT-CTRL-2x12-20AWG-CU-PVC-600V";"Cable de Control 2x12+20 AWG Cobre PVC";"pendiente_piloto";"Belden/Hellukabel/Lapp/Ramcro";"";"https://cablescolombia.com/producto/cable-control-2x14-20-awg-cu-pvc-tc-ls-90-c-600v";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/415/thumb/ae84b670718de90f5f18e35304c64720.jpg";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Control 2x14+20 awg cu pvc tc ls 90°c 600v"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Control 2x12+20 awg cu pvc tc ls 90°c 600v"
"SRT-CTRL-4x12-20AWG-CU-PVC-600V";"Cable de Control 4x12+20 AWG Cobre PVC";"pendiente_piloto";"Belden/Hellukabel/Lapp/Ramcro";"";"https://cablescolombia.com/producto/cable-control-4x12-20-awg-cu-pvc-tc-ls-90-c-600v";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/428/thumb/9e0ea5a9cf69fffad76ed60d527314c6.jpg";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Control 4x12+20 awg cu pvc tc ls 90°c 600v"". Verificar visualmente y obtener permiso antes de publicar.";"Pendiente de verificación - Cable Control 4x12+20 awg cu pvc tc ls 90°c 600v"
"SRT-CTRL-6x12-20AWG-CU-PVC-600V";"Cable de Control 6x12+20 AWG Cobre PVC";"pendiente_piloto";"Belden/Hellukabel/Lapp/Ramcro";"";"https://cablescolombia.com/producto/cable-control-6x12-20-awg-cu-pvc-tc-ls-90-c-600v";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/430/thumb/87adcffff46a3b94bcb268095d590957.jpg";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Control 6x12+20 awg cu pvc tc ls 90°c 600v"". Verificar visualmente y obtener permiso antes de publicar.";"Pendiente de verificación - Cable Control 6x12+20 awg cu pvc tc ls 90°c 600v"
"SRT-CTRL-9x12-20AWG-CU-PVC-600V";"Cable de Control 9x12+20 AWG Cobre PVC";"pendiente_piloto";"Belden/Hellukabel/Lapp/Ramcro";"";"https://cablescolombia.com/producto/cable-control-9x12-20-awg-cu-pvc-tc-ls-90-c-600v";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/431/thumb/560615496b9ce861a7fdf86f128d80b2.jpg";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Control 9x12+20 awg cu pvc tc ls 90°c 600v"". Verificar visualmente y obtener permiso antes de publicar.";"Pendiente de verificación - Cable Control 9x12+20 awg cu pvc tc ls 90°c 600v"
"SRT-CTRL-2x10-20AWG-CU-PVC-600V";"Cable de Control 2x10+20 AWG Cobre PVC";"pendiente_piloto";"Belden/Hellukabel/Lapp/Ramcro";"";"https://cablescolombia.com/producto/cable-control-2x14-20-awg-cu-pvc-tc-ls-90-c-600v";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/415/thumb/ae84b670718de90f5f18e35304c64720.jpg";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Control 2x14+20 awg cu pvc tc ls 90°c 600v"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Control 2x10+20 awg cu pvc tc ls 90°c 600v"
"SRT-CTRL-4x10-20AWG-CU-PVC-600V";"Cable de Control 4x10+20 AWG Cobre PVC";"pendiente_piloto";"Belden/Hellukabel/Lapp/Ramcro";"";"https://cablescolombia.com/producto/cable-control-4x10-20-awg-cu-pvc-tc-ls-90-c-600v";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/435/thumb/ec983055b09a3d21ce2006070eeec551.jpg";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Control 4x10+20 awg cu pvc tc ls 90°c 600v"". Verificar visualmente y obtener permiso antes de publicar.";"Pendiente de verificación - Cable Control 4x10+20 awg cu pvc tc ls 90°c 600v"
"SRT-CTRL-9x10-20AWG-CU-PVC-600V";"Cable de Control 9x10+20 AWG Cobre PVC";"pendiente_piloto";"Belden/Hellukabel/Lapp/Ramcro";"";"https://cablescolombia.com/producto/cable-control-9x10-20-awg-cu-pvc-tc-ls-90-c-600v";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/437/thumb/ae62edfe2896ba81134606ab05100831.jpg";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Control 9x10+20 awg cu pvc tc ls 90°c 600v"". Verificar visualmente y obtener permiso antes de publicar.";"Pendiente de verificación - Cable Control 9x10+20 awg cu pvc tc ls 90°c 600v"
"SRT-PENDING-D5407E35166B";"Cable de Acometida 1x8+8 AWG Cobre";"pendiente_investigacion";"Procables/Centelsa";"";"https://cablescolombia.com/producto/cable-acometida-1x8-8-monofasico-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/455/thumb/89a482ae1f84f80cf8d1a7f210331f1d.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Acometida 1X8+8 Monofasico Cu"". Verificar visualmente y obtener permiso antes de publicar.";"Pendiente de verificación - Cable Acometida 1X8+8 Monofasico Cu"
"SRT-PENDING-057D58022FDD";"Cable de Acometida 2x8+8 AWG Cobre";"pendiente_investigacion";"Procables/Centelsa";"";"https://cablescolombia.com/producto/cable-acometida-2x8-8-bifasico-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/457/thumb/17c53dd82de5daa81b9dfbf36be0a990.png";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Acometida 2X8+8 Bifasico Cu"". Verificar visualmente y obtener permiso antes de publicar.";"Pendiente de verificación - Cable Acometida 2X8+8 Bifasico Cu"
"SRT-PENDING-3A016A2ED5CF";"Cable de Acometida 3x8+10 AWG Cobre";"pendiente_investigacion";"Procables/Centelsa";"";"https://cablescolombia.com/producto/cable-acometida-3x8-10-trifasico-trebol-cu_2";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/487/thumb/402715e753f12d03e0d99baf0a33bbfb.png";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Acometida 3X8+10 Trifásico Trébol Cu"". Verificar visualmente y obtener permiso antes de publicar.";"Pendiente de verificación - Cable Acometida 3X8+10 Trifásico Trébol Cu"
"SRT-PENDING-4C5E4B9A7608";"Cable de Acometida 3x8+8 AWG Cobre";"pendiente_investigacion";"Procables/Centelsa";"";"https://cablescolombia.com/producto/cable-acometida-3x8-8-trifasico-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/488/thumb/a86adc474ae2aa84955307d24bb14797.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Acometida 3X8+8 Trifásico Cu"". Verificar visualmente y obtener permiso antes de publicar.";"Pendiente de verificación - Cable Acometida 3X8+8 Trifásico Cu"
"SRT-PENDING-CB11D6CC147A";"Cable de Acometida 3x6+8 AWG Cobre";"pendiente_investigacion";"Procables/Centelsa";"";"https://cablescolombia.com/producto/cable-acometida-3x6-8-trifasico-trebol-cu_3";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/489/thumb/c7fd35e8916fbe95d11c746f1000b4a9.png";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Acometida 3X6+8 Trifásico Trébol Cu"". Verificar visualmente y obtener permiso antes de publicar.";"Pendiente de verificación - Cable Acometida 3X6+8 Trifásico Trébol Cu"
"SRT-PENDING-82211F992308";"Cable de Acometida 3x4+6 AWG Cobre";"pendiente_investigacion";"Procables/Centelsa";"";"https://cablescolombia.com/producto/cable-acometida-3x4-6-trifasico-trebol-cu_6";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/502/thumb/4851d24235966568a17c17d5bd8671d8.png";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Acometida 3X4+6 Trifásico Trébol Cu"". Verificar visualmente y obtener permiso antes de publicar.";"Pendiente de verificación - Cable Acometida 3X4+6 Trifásico Trébol Cu"
"SRT-PENDING-84C5415A058A";"Cable de Acometida 3x2+4 AWG Cobre";"pendiente_investigacion";"Procables/Centelsa";"";"https://cablescolombia.com/producto/cable-acometida-3x2-4-trebol-trifasico-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/503/thumb/3806325f893b6255b05ac29d7e569f79.png";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Acometida 3X2+4 Trebol Trifasico Cu"". Verificar visualmente y obtener permiso antes de publicar.";"Pendiente de verificación - Cable Acometida 3X2+4 Trebol Trifasico Cu"
"SRT-PENDING-91D6A3C793FA";"Cable de Acometida de Aluminio 1x6+6";"pendiente_investigacion";"Procables/Centelsa";"";"https://cablescolombia.com/producto/cable-acometida-aluminio-6-6-monofasico";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/38435/thumb/86dfec2ae5.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (acometida aluminio monofásica) tomada de ""Cable Acometida Aluminio 6+6 Monofásico"" en cablescolombia.com. Difiere en configuración (1x6+6 vs 6+6). Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Acometida Aluminio 1x6+6 Monofásico"
"SRT-PENDING-8E11A5B06622";"Cable AL-ACSR Ecológico 1/0 AWG 13,2/15 kV";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/cable-aluminio-acsr-4awg-desnudo";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/39331/thumb/a7772db14653ce23c7f21c2f6fb38711.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (regla ""acsr|alumoweld"") tomada de ""Cable Aluminio Acsr 4awg Desnudo"" en cablescolombia.com. Puede diferir en calibre, color y construcción. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Ecologico AL-ACSR 1/0 13.2KV/15KV"
