sku,nombre_surtilec,nombre_fuente_coincidencia_exacta,producto_url_fuente,imagen_url_fuente,metodo_coincidencia,confianza,estado_imagen_actual,accion_recomendada
SRT-CTRL-9x12-20AWG-CU-PVC-600V,Cable de Control 9x12+20 AWG Cobre PVC,Cable Control 9x12+20 awg cu pvc tc ls 90°c 600v,https://cablescolombia.com/producto/cable-control-9x12-20-awg-cu-pvc-tc-ls-90-c-600v,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/431/eefb284e5a09f7dd.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-CTRL-2x10-20AWG-CU-PVC-600V,Cable de Control 2x10+20 AWG Cobre PVC,Cable Control 2x10+20 awg cu pvc tc ls 90°c 600v,https://cablescolombia.com/producto/cable-control-2x10-20-awg-cu-pvc-tc-ls-90-c-600v,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/433/52e55d75f0cb6057.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-CTRL-4x10-20AWG-CU-PVC-600V,Cable de Control 4x10+20 AWG Cobre PVC,Cable Control 4x10+20 awg cu pvc tc ls 90°c 600v,https://cablescolombia.com/producto/cable-control-4x10-20-awg-cu-pvc-tc-ls-90-c-600v,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/435/6f63eb7a8dbc5819.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-CTRL-9x10-20AWG-CU-PVC-600V,Cable de Control 9x10+20 AWG Cobre PVC,Cable Control 9x10+20 awg cu pvc tc ls 90°c 600v,https://cablescolombia.com/producto/cable-control-9x10-20-awg-cu-pvc-tc-ls-90-c-600v,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/437/55d96da33d6a57ec.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-D5407E35166B,Cable de Acometida 1x8+8 AWG Cobre,Cable Acometida 1X8+8 Monofasico Cu,https://cablescolombia.com/producto/cable-acometida-1x8-8-monofasico-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/455/e86d5d8261b33a99.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-057D58022FDD,Cable de Acometida 2x8+8 AWG Cobre,Cable Acometida 2X8+8 Bifasico Cu,https://cablescolombia.com/producto/cable-acometida-2x8-8-bifasico-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/457/9380d77a1b796bd0.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-3A016A2ED5CF,Cable de Acometida 3x8+10 AWG Cobre,Cable Acometida 3X8+10 Trifásico Trébol Cu,https://cablescolombia.com/producto/cable-acometida-3x8-10-trifasico-trebol-cu_2,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/487/492c330ea2f7a311.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-4C5E4B9A7608,Cable de Acometida 3x8+8 AWG Cobre,Cable Acometida 3X8+8 Trifásico Cu,https://cablescolombia.com/producto/cable-acometida-3x8-8-trifasico-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/488/47668232fd2cb329.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-CB11D6CC147A,Cable de Acometida 3x6+8 AWG Cobre,Cable Acometida 3X6+8 Trifásico Trébol Cu,https://cablescolombia.com/producto/cable-acometida-3x6-8-trifasico-trebol-cu_3,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/489/b49f3d812a0d475d.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-82211F992308,Cable de Acometida 3x4+6 AWG Cobre,Cable Acometida 3X4+6 Trifásico Trébol Cu,https://cablescolombia.com/producto/cable-acometida-3x4-6-trifasico-trebol-cu_6,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/502/dd37bf9185234dca.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-84C5415A058A,Cable de Acometida 3x2+4 AWG Cobre,Cable Acometida 3X2+4 Trebol Trifasico Cu,https://cablescolombia.com/producto/cable-acometida-3x2-4-trebol-trifasico-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/503/5a653a54d604bd0f.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-91D6A3C793FA,Cable de Acometida de Aluminio 1x6+6,Cable Acometida Aluminio 1x6+6 Monofásico,https://cablescolombia.com/producto/cable-acometida-aluminio-1x6-6-monofasico,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/38435/80704f26c5ce19d6.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-8E11A5B06622,"Cable AL-ACSR Ecológico 1/0 AWG 13,2/15 kV",Cable Ecologico AL-ACSR 1/0 13.2KV/15KV,https://cablescolombia.com/producto/cable-ecologico-al-acsr-1-0-13-2kv-15kv_5,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/512/d9d923ab4b3d7e30.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-235E33CBA9A7,"Cable AL-ACSR Ecológico 2/0 AWG 13,2/15 kV",Cable Ecologico AL-ACSR 2/0 13.2KV/15KV,https://cablescolombia.com/producto/cable-ecologico-al-acsr-2-0-13-2kv-15kv_2,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/516/abc35cb895b90e0d.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-4F60E7FF2406,"Cable AL-ACSR Ecológico 4/0 AWG 13,2/15 kV",Cable Ecologico AL-ACSR 4/0 13.2KV/15KV,https://cablescolombia.com/producto/cable-ecologico-al-acsr-4-0-13-2kv-15kv_5,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/519/715233eddad861de.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-5EC7E5DAAF50,"Cable AL-ACSR Ecológico 266,38 kcmil 13,2/15 kV",Cable Ecológico AL-ACSR 266.38 13.2KV/15KV,https://cablescolombia.com/producto/cable-ecologico-al-acsr-266-38-13-2kv-15kv,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/520/36c23eb81f566cfd.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-8FCC4E5B7572,"Cable AL-ACSR Ecológico 1/0 AWG 34,5 kV",Cable Ecologico AL-ACSR 1/0 34.5KV,https://cablescolombia.com/producto/cable-ecologico-al-acsr-1-0-34-5kv_7,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/522/2f92d9233d33b1cc.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-78EE0A2AE0E5,"Cable AL-ACSR Ecológico 2/0 AWG 34,5 kV",Cable Ecologico AL-ACSR 2/0 34.5KV,https://cablescolombia.com/producto/cable-ecologico-al-acsr-2-0-34-5kv_1,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/529/6c57c0432a5e7c6e.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-35EE11579D66,"Cable AL-ACSR Ecológico 4/0 AWG 34,5 kV",Cable Ecologico AL-ACSR 4/0 34.5KV,https://cablescolombia.com/producto/cable-ecologico-al-acsr-4-0-34-5kv_5,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/530/07424c430ad663eb.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-E4258346E928,"Cable AL-ACSR Ecológico 266,8 kcmil 34,5 kV",Cable Ecológico AL-ACSR 266.8 34.5KV,https://cablescolombia.com/producto/cable-ecologico-al-acsr-266-8-34-5kv,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/531/e4bc238ca0df7179.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-8E4A84C51885,Cable de Fibra Óptica LSZH 4 Hilos,Cable Fibra Optica LSZH 4 Núcleos Rollo 100m,https://cablescolombia.com/producto/cable-fibra-optica-lszh-4-nucleos-rollo-100m,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/38444/adee143d7ee61df5.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-A6602A7A1353,Cable de Fibra Óptica LSZH 2 Hilos,Cable Fibra Optica LSZH 2 Núcleos Rollo 100m,https://cablescolombia.com/producto/cable-fibra-optica-lszh-2-nucleos-rollo-100m,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/38445/4e4ed3f030e3b370.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-99E26045D3D7,Cable de Fibra Óptica LSZH 1 Hilos,Cable Fibra Optica LSZH 1 Núcleo Rollo 100m,https://cablescolombia.com/producto/cable-fibra-optica-lszh-1-nucleo-rollo-100m,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/38446/35824caefaddf71d.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-DFC1513D0C3E,Cable de Fibra Óptica ADSS 24 Hilos,Cable Fibra Adss 24 Hilos - *2 Km (Uso Exterior - Span 100),https://cablescolombia.com/producto/cable-fibra-adss-24-hilos-2-km-uso-exterior-span-100,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/38447/e08ba5a87efc79c4.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-095A03DF0197,Cable de Fibra Óptica ADSS 12 Hilos,Cable Fibra Adss 12 Hilos - *2 Km (Uso Exterior - Span 100),https://cablescolombia.com/producto/cable-fibra-adss-12-hilos-2-km-uso-exterior-span-100,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/38448/97aa5b89536e0ae2.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-28C87BA093A9,Cable de Fibra Óptica ADSS 6 Hilos,Cable Fibra Adss 6 Hilos - *2 Km (Uso Exterior - Span 100),https://cablescolombia.com/producto/cable-fibra-adss-6-hilos-2-km-uso-exterior-span-100,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/38449/abe7a09a352eda79.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-AF3507515DDF,Cable de Fibra Óptica Drop 2 Hilos con Mensajero,Cable Fibra Drop 2 Hilos Con Mensajero - * 1Km (Uso Exterior - Lszh),https://cablescolombia.com/producto/cable-fibra-drop-2-hilos-con-mensajero-1km-uso-exterior-lszh,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/38450/9bfb6b7a931bc50a.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-9BEC9FA35927,Cable de Fibra Óptica Drop 1 Hilos con Mensajero,Cable Fibra Drop 1 Hilo Con Mensajero - * 1Km (Uso Exterior - Lszh),https://cablescolombia.com/producto/cable-fibra-drop-1-hilo-con-mensajero-1km-uso-exterior-lszh,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/38451/b3967f840c0958f6.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-A1412AE78FD3,Cable Solar Fotovoltaico 4 mm_ Cobre Flexible,Cable Solar Fotovoltaico 4Mm2,https://cablescolombia.com/producto/cable-solar-fotovoltaico-4mm2,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/536/f8f01558adafeeb8.webp,nombre_original_fuente_exacto_y_url_fuente,alta,coincidencia_exacta_revisada,conservar_imagen_actual
SRT-PENDING-805721FBF6F1,Cable Solar Fotovoltaico 6 mm_ Cobre Flexible,Cable Solar Fotovoltaico 6Mm2,https://cablescolombia.com/producto/cable-solar-fotovoltaico-6mm2,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/539/2e05ceb12d244c26.webp,nombre_original_fuente_exacto_y_url_fuente,alta,coincidencia_exacta_revisada,conservar_imagen_actual
SRT-PENDING-9A88679D8AD6,Cable Solar Fotovoltaico 10 mm_ Cobre Flexible,Cable Solar Fotovoltaico 10Mm2,https://cablescolombia.com/producto/cable-solar-fotovoltaico-10mm2,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/541/276cfbab44603e08.webp,nombre_original_fuente_exacto_y_url_fuente,alta,coincidencia_exacta_revisada,conservar_imagen_actual
SRT-PENDING-E67A9A1A46DB,Cable Solar Fotovoltaico 35 mm_ Cobre Flexible,Cable Solar Fotovoltaico 35Mm2,https://cablescolombia.com/producto/cable-solar-fotovoltaico-35mm2,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/542/6c23f69a0d7ebd03.webp,nombre_original_fuente_exacto_y_url_fuente,alta,coincidencia_exacta_revisada,conservar_imagen_actual
SRT-PENDING-86A1C7E43C49,Cable Solar Fotovoltaico 16 mm_ Cobre Flexible,Cable Solar Fotovoltaico 16Mm2,https://cablescolombia.com/producto/cable-solar-fotovoltaico-16mm2,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/543/356b84dac1537b4d.webp,nombre_original_fuente_exacto_y_url_fuente,alta,coincidencia_exacta_revisada,conservar_imagen_actual
SRT-PENDING-03D1945CFA7D,Cable Solar Fotovoltaico 50 mm_ Cobre Flexible,Cable Solar Fotovoltaico 50Mm2,https://cablescolombia.com/producto/cable-solar-fotovoltaico-50mm2,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/545/5dafce681e6132d8.webp,nombre_original_fuente_exacto_y_url_fuente,alta,coincidencia_exacta_revisada,conservar_imagen_actual
SRT-PENDING-7D60DB9DFF53,Cable AWM 10 AWG Cobre PVC,Cable Iluminación AWM CC 10 AWG Cu PVC 105°,https://cablescolombia.com/producto/cable-iluminacion-awm-cc-10-awg-cu-pvc-105_9,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/544/1bec53286f60fc83.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-EA778CFDDA9B,Cable AWM 12 AWG Cobre PVC,Cable Iluminación AWM CC 12 AWG Cu PVC 105°,https://cablescolombia.com/producto/cable-iluminacion-awm-cc-12-awg-cu-pvc-105_5,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/548/ee2f295f1d1ae258.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-EAC8A473BFEB,Cable AWM 14 AWG Cobre PVC,Cable Iluminación AWM CC 14 AWG Cu PVC 105°,https://cablescolombia.com/producto/cable-iluminacion-awm-cc-14-awg-cu-pvc-105_1,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/551/72f87da0bda726f7.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-C4114DD1AC80,Cable AWM 16 AWG Cobre PVC,Cable Iluminación AWM CC 16 AWG Cu PVC 105°,https://cablescolombia.com/producto/cable-iluminacion-awm-cc-16-awg-cu-pvc-105_7,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/553/6bd9a323a7379520.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-412FFC5C94B9,Cable AWM 18 AWG Cobre PVC,Cable Iluminación AWM CC 18 AWG Cu PVC 105°,https://cablescolombia.com/producto/cable-iluminacion-awm-cc-18-awg-cu-pvc-105_2,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/556/d784b27e74373560.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-3370646577EB,Cable AWM 20 AWG Cobre PVC,Cable Iluminación AWM CC 20 AWG Cu PVC 105°,https://cablescolombia.com/producto/cable-iluminacion-awm-cc-20-awg-cu-pvc-105_3,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/560/536cf79ffebc0791.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-919E21897BBE,Cable de Instrumentación 2x18+20 AWG Cobre PVC,Cable Instrumentación 2x18+20 awg cu pvc tc 105°c 600v/300v,https://cablescolombia.com/producto/cable-instrumentacion-2x18-20-awg-cu-pvc-tc-105-c-600v-300v,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/546/45c21a0d2333ca95.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-B4AEE6492655,Cable de Instrumentación 3x18+20 AWG Cobre PVC,Cable Instrumentación 3x18+20 awg cu pvc tc 105°c 600v/300v,https://cablescolombia.com/producto/cable-instrumentacion-3x18-20-awg-cu-pvc-tc-105-c-600v-300v,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/547/8bb2807b699e9b8b.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-94AC706D41A6,Cable de Instrumentación 4x18+20 AWG Cobre PVC,Cable Instrumentación 4x18+20 awg cu pvc tc 105°c 600v/300v,https://cablescolombia.com/producto/cable-instrumentacion-4x18-20-awg-cu-pvc-tc-105-c-600v-300v,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/549/6a61a58b9e761544.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-10B212FEBFFE,Cable de Instrumentación 6x18+20 AWG Cobre PVC,Cable Instrumentación 6x18+20 awg cu pvc tc 105°c 600v/300v,https://cablescolombia.com/producto/cable-instrumentacion-6x18-20-awg-cu-pvc-tc-105-c-600v-300v,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/550/d8b02671b9214b2f.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-C1CC25DAE03E,Cable de Instrumentación 12x18+20 AWG Cobre PVC,Cable Instrumentación 12x18+20 awg cu pvc tc 105°c 600v/300v,https://cablescolombia.com/producto/cable-instrumentacion-12x18-20-awg-cu-pvc-tc-105-c-600v-300v,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/552/ef01963100cd144b.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-8D5E569C3F69,Cable de Instrumentación 18x18+20 AWG Cobre PVC,Cable Instrumentación 18x18+20 awg cu pvc tc 105°c 600v/300v,https://cablescolombia.com/producto/cable-instrumentacion-18x18-20-awg-cu-pvc-tc-105-c-600v-300v,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/554/2b688fafb3baeca2.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-F651D769D79D,Cable de Instrumentación 2x16+20 AWG Cobre PVC,Cable Instrumentación 2x16+20 awg cu pvc tc 105°c 600v/300v,https://cablescolombia.com/producto/cable-instrumentacion-2x16-20-awg-cu-pvc-tc-105-c-600v-300v,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/555/bb08c8ec687f36bb.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-A18F6A8F29EA,Cable de Instrumentación 3x16+20 AWG Cobre PVC,Cable Instrumentación 3x16+20 awg cu pvc tc 105°c 600v/300v,https://cablescolombia.com/producto/cable-instrumentacion-3x16-20-awg-cu-pvc-tc-105-c-600v-300v,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/557/c690005aa074fe12.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-C4355DF306F7,Cable de Instrumentación 4x16+20 AWG Cobre PVC,Cable Instrumentación 4x16+20 awg cu pvc tc 105°c 600v/300v,https://cablescolombia.com/producto/cable-instrumentacion-4x16-20-awg-cu-pvc-tc-105-c-600v-300v,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/558/623f7491cb6f854f.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-14AF2C78A875,Cable de Instrumentación 9x18+20 AWG Cobre PVC,Cable Instrumentación 9x18+20 awg cu pvc tc 105°c 600v/300v,https://cablescolombia.com/producto/cable-instrumentacion-9x18-20-awg-cu-pvc-tc-105-c-600v-300v,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/559/74fce5911003414b.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-05B89A5D3499,Cable de Instrumentación 9x16+20 AWG Cobre PVC,Cable Instrumentación 9x16+20 awg cu pvc tc 105°c 600v/300v,https://cablescolombia.com/producto/cable-instrumentacion-9x16-20-awg-cu-pvc-tc-105-c-600v-300v,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/561/6972f5ad8cae14d3.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-9C5726EFF653,Cable de Instrumentación 12x16+20 AWG Cobre PVC,Cable Instrumentación 12x16+20 awg cu pvc tc 105°c 600v/300v,https://cablescolombia.com/producto/cable-instrumentacion-12x16-20-awg-cu-pvc-tc-105-c-600v-300v,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/562/1b2190765ac26d84.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-3772A6900D19,Cable de Instrumentación 18x16+20 AWG Cobre PVC,Cable Instrumentación 18x16+20 awg cu pvc tc 105°c 600v/300v,https://cablescolombia.com/producto/cable-instrumentacion-18x16-20-awg-cu-pvc-tc-105-c-600v-300v,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/563/08d25c46c5285b4e.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-4DB43417FE55,Cable Media Tensión Aluminio XLPE 2 AWG 35 kV 133% Pantalla de Cobre,Media Tensión Aluminio XLPE 35kV 133% PC PVC 2 AWG,https://cablescolombia.com/producto/media-tension-aluminio-xlpe-35kv-133-pc-pvc-2-awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/40456/0fe518ba4d9c8d97.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-7C4F0C4F8DDC,Cable Media Tensión Aluminio XLPE 1/0 AWG 35 kV 133% Pantalla de Cobre,Media Tensión Aluminio XLPE 35kV 133% PC PVC 1/0 AWG,https://cablescolombia.com/producto/media-tension-aluminio-xlpe-35kv-133-pc-pvc-1-0-awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/40458/a1a50d1e07785016.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-0E4D564DCC73,Cable Media Tensión Aluminio XLPE 2/0 AWG 35 kV 133% Pantalla de Cobre,Media Tensión Aluminio XLPE 35kV 133% PC PVC 2/0 AWG,https://cablescolombia.com/producto/media-tension-aluminio-xlpe-35kv-133-pc-pvc-2-0-awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/40460/f9584f20f24eda3f.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-927455C1F75E,Cable Media Tensión Aluminio XLPE 3/0 AWG 35 kV 133% Pantalla de Cobre,Media Tensión Aluminio XLPE 35kV 133% PC PVC 3/0 AWG,https://cablescolombia.com/producto/media-tension-aluminio-xlpe-35kv-133-pc-pvc-3-0-awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/40462/a8b4d074ab9373eb.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-DD34CD3E0D87,Cable Media Tensión Aluminio XLPE 4/0 AWG 35 kV 133% Pantalla de Cobre,Media Tensión Aluminio XLPE 35kV 133% PC PVC 4/0 AWG,https://cablescolombia.com/producto/media-tension-aluminio-xlpe-35kv-133-pc-pvc-4-0-awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/40464/855c293d0e906f3d.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-0A2A49AD2D7A,Cable Media Tensión Aluminio XLPE 250 kcmil 35 kV 133% Pantalla de Cobre,Media Tensión Aluminio XLPE 35kV 133% PC PVC 250 kcmil,https://cablescolombia.com/producto/media-tension-aluminio-xlpe-35kv-133-pc-pvc-250-kcmil,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/40465/4829ab522a6f4423.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
