id,sku,titulo,categorias,marca,atributos
1192,1583AU6,"Belden 1583AU6 — 24/4P Cat5e Cable U/UTP CMR PVC gris 1000 ft (carrete)","Cables de red",Belden,pa_marca|pa_calibre-awg|pa_chaqueta|pa_norma
1193,1583AU7,"Belden 1583AU7 — 24/4P Cat5e Cable U/UTP CMR PVC naranja 1000 ft (carrete)","Cables de red",Belden,pa_marca|pa_calibre-awg|pa_chaqueta|pa_norma
1194,1583AU8,"Belden 1583AU8 — 24/4P Cat5e Cable U/UTP CMR PVC amarillo 1000 ft (carrete)","Cables de red",Belden,pa_marca|pa_calibre-awg|pa_chaqueta|pa_norma
1195,1583B,"Belden 1583B — 24/4P Cat5e Cable U/UTP CMR PVC rosa 1000 ft (carrete)","Cables de red",Belden,pa_marca|pa_calibre-awg|pa_chaqueta|pa_norma
1197,1585AU,"Belden 1585AU — 24/4P Cat5e Cable U/UTP CMP PVC negro 1000 ft (carrete)","Cables de red",Belden,pa_marca|pa_calibre-awg|pa_chaqueta|pa_norma
1198,1585AU2,"Belden 1585AU2 — 24/4P Cat5e Cable U/UTP CMP PVC blanco 1000 ft (carrete)","Cables de red",Belden,pa_marca|pa_calibre-awg|pa_chaqueta|pa_norma
1199,1585AU3,"Belden 1585AU3 — 24/4P Cat5e Cable U/UTP CMP PVC Red 1000 ft (carrete)","Cables de red",Belden,pa_marca|pa_calibre-awg|pa_chaqueta|pa_norma
1200,1585AU4,"Belden 1585AU4 — 24/4P Cat5e Cable U/UTP CMP PVC verde 1000 ft (carrete)","Cables de red",Belden,pa_marca|pa_calibre-awg|pa_chaqueta|pa_norma
1201,1585AU5,"Belden 1585AU5 — 24/4P Cat5e Cable U/UTP CMP PVC azul 1000 ft (carrete)","Cables de red",Belden,pa_marca|pa_calibre-awg|pa_chaqueta|pa_norma
1202,1585AU6,"Belden 1585AU6 — 24/4P Cat5e Cable U/UTP CMP PVC gris 1000 ft (carrete)","Cables de red",Belden,pa_marca|pa_calibre-awg|pa_chaqueta|pa_norma
1203,1585AU7,"Belden 1585AU7 — 24/4P Cat5e Cable U/UTP CMP PVC naranja 1000 ft (carrete)","Cables de red",Belden,pa_marca|pa_calibre-awg|pa_chaqueta|pa_norma
1204,1585B,"Belden 1585B — 24/4P Cat5e Cable U/UTP CMP PVC rosa 1000 ft (carrete)","Cables de red",Belden,pa_marca|pa_calibre-awg|pa_chaqueta|pa_norma
1211,1700AU5,"Belden 1700AU5 — 24/4P Cat5e+ Cable U/UTP CMR PVC azul 1000 ft (carrete)","Cables de red",Belden,pa_marca|pa_calibre-awg|pa_chaqueta|pa_norma
1212,1700AU8,"Belden 1700AU8 — 24/4P Cat5e+ Cable U/UTP CMR PVC amarillo 1000 ft (carrete)","Cables de red",Belden,pa_marca|pa_calibre-awg|pa_chaqueta|pa_norma
1214,183076F,"Belden 183076F — Cable multiconductor – Cont. Armor DataBus ISA/SP-50 FOUNDATION Fieldbus/Profibus 1","Cables de red",Belden,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
1215,183092A,"Belden 183092A — coaxial – ControlNet cuádruple apantallado coaxial RG6/U cuádruple SHLD coaxial CCW","Cable coaxial|Cables especiales",Belden,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
1226,27254,"Belden 27254 — Cable multiconductor – 600V tipo MC Metal Clad Cable 12/2C PLUS GRD XLP/PVC AIA","Cables de control",Belden,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_chaqueta
1338,5321UE,"Belden 5321UE — Cable multiconductor – sistemas de audio comercial 18/3C sólido BC PVC/PVC","Cables de control",Belden,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
1342,5339W5,"Belden 5339W5 — coaxial – vigilancia y CCTV aplicaciones 18 SOL BC RG6 tipo 60%","Cable coaxial|Cables especiales",Belden,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_apantallado|pa_chaqueta|pa_norma
1347,5400FEU,"Belden 20/2C — BC PVC/PVC SHLD","Cables apantallados|Cables especiales",Belden,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
1350,5402FEU,"Belden 20/4C — BC PP/PVC SHLD","Cables apantallados|Cables especiales",Belden,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
1353,5439W5,"Belden 5439W5 — coaxial – CCTV, CATV y MATV aplicaciones 20 SOL BC RG59TYPE 95%BC","Cable coaxial|Cables especiales",Belden,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_apantallado|pa_chaqueta|pa_norma
1411,6400UE,"Belden 6400UE — Cable multiconductor – sistemas de audio comercial – 2 conductores cableados 20/2C BC FLAMA","Cables de control",Belden,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
