sku,nombre,categoria,subcategoria,marca,calibre_awg,num_conductores,voltaje,apantallado,chaqueta,norma,aplicacion,potencia_hp,voltaje_entrada,serie,descripcion_corta,imagen,descripcion_larga,unidad_venta,temperatura_maxima
SRT-PENDING-490B7CE2806B,Cable Media Tensión Cobre XLPE 2/0 AWG 35 kV 100% Pantalla de Cobre,Cables especiales,,Producto genérico Surtilec,2/0 AWG,,35 kV,Sí,XLPE,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Media tensión cobre XLPE 35 kV,"Cotiza Cable Media Tensión Cobre XLPE 2/0 AWG 35 kV 100% Pantalla de Cobre en Surtilec. SKU SRT-PENDING-490B7CE2806B. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-media-tension-cobre-xlpe-2-0-awg-35-kv-100-pantalla-de-cobre-srt-pending-490b7ce2806b.webp,"<p><strong>Cable Media Tensión Cobre XLPE 2/0 AWG 35 kV 100% Pantalla de Cobre</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-490B7CE2806B</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 2/0 AWG</li><li>Tensión indicada: 35 kV</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: XLPE</li><li>Construcción apantallada indicada</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-490B7CE2806B</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Media tensión cobre XLPE 35 kV. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://www.nexans.co/es/products/Redes-de-Transmisi%C3%B3n-y-Distribuci%C3%B3n-de-Energ%C3%ADa/Cables-de-Media-Tensi%C3%B3n/Cables-de-Cobre-Media-Tensi%C3%B3n/MV90CuXLPE-PVC35kV133.html"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-3222B7A7CFD2,Cable Media Tensión Cobre XLPE 4/0 AWG 35 kV 100% Pantalla de Cobre,Cables especiales,,Producto genérico Surtilec,4/0 AWG,,35 kV,Sí,XLPE,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Media tensión cobre XLPE 35 kV,"Cotiza Cable Media Tensión Cobre XLPE 4/0 AWG 35 kV 100% Pantalla de Cobre en Surtilec. SKU SRT-PENDING-3222B7A7CFD2. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-media-tension-cobre-xlpe-4-0-awg-35-kv-100-pantalla-de-cobre-srt-pending-3222b7a7cfd2.webp,"<p><strong>Cable Media Tensión Cobre XLPE 4/0 AWG 35 kV 100% Pantalla de Cobre</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-3222B7A7CFD2</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 4/0 AWG</li><li>Tensión indicada: 35 kV</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: XLPE</li><li>Construcción apantallada indicada</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-3222B7A7CFD2</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Media tensión cobre XLPE 35 kV. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://www.nexans.co/es/products/Redes-de-Transmisi%C3%B3n-y-Distribuci%C3%B3n-de-Energ%C3%ADa/Cables-de-Media-Tensi%C3%B3n/Cables-de-Cobre-Media-Tensi%C3%B3n/MV90CuXLPE-PVC35kV133.html"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-56FC23BAFC07,Cable Media Tensión Cobre XLPE 1/0 AWG 35 kV 133% Pantalla de Cobre,Cables especiales,,Producto genérico Surtilec,1/0 AWG,,35 kV,Sí,XLPE,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Media tensión cobre XLPE 35 kV,"Cotiza Cable Media Tensión Cobre XLPE 1/0 AWG 35 kV 133% Pantalla de Cobre en Surtilec. SKU SRT-PENDING-56FC23BAFC07. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-media-tension-cobre-xlpe-1-0-awg-35-kv-133-pantalla-de-cobre-srt-pending-56fc23bafc07.webp,"<p><strong>Cable Media Tensión Cobre XLPE 1/0 AWG 35 kV 133% Pantalla de Cobre</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-56FC23BAFC07</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 1/0 AWG</li><li>Tensión indicada: 35 kV</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: XLPE</li><li>Construcción apantallada indicada</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-56FC23BAFC07</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Media tensión cobre XLPE 35 kV. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://www.nexans.co/es/products/Redes-de-Transmisi%C3%B3n-y-Distribuci%C3%B3n-de-Energ%C3%ADa/Cables-de-Media-Tensi%C3%B3n/Cables-de-Cobre-Media-Tensi%C3%B3n/MV90CuXLPE-PVC35kV133.html"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-9204397946C1,Cable Media Tensión Cobre XLPE 2/0 AWG 35 kV 133% Pantalla de Cobre,Cables especiales,,Producto genérico Surtilec,2/0 AWG,,35 kV,Sí,XLPE,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Media tensión cobre XLPE 35 kV,"Cotiza Cable Media Tensión Cobre XLPE 2/0 AWG 35 kV 133% Pantalla de Cobre en Surtilec. SKU SRT-PENDING-9204397946C1. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-media-tension-cobre-xlpe-2-0-awg-35-kv-133-pantalla-de-cobre-srt-pending-9204397946c1.webp,"<p><strong>Cable Media Tensión Cobre XLPE 2/0 AWG 35 kV 133% Pantalla de Cobre</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-9204397946C1</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 2/0 AWG</li><li>Tensión indicada: 35 kV</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: XLPE</li><li>Construcción apantallada indicada</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-9204397946C1</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Media tensión cobre XLPE 35 kV. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://www.nexans.co/es/products/Redes-de-Transmisi%C3%B3n-y-Distribuci%C3%B3n-de-Energ%C3%ADa/Cables-de-Media-Tensi%C3%B3n/Cables-de-Cobre-Media-Tensi%C3%B3n/MV90CuXLPE-PVC35kV133.html"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-E328104BC9F1,Cable Media Tensión Cobre XLPE 3/0 AWG 35 kV 133% Pantalla de Cobre,Cables especiales,,Producto genérico Surtilec,3/0 AWG,,35 kV,Sí,XLPE,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Media tensión cobre XLPE 35 kV,"Cotiza Cable Media Tensión Cobre XLPE 3/0 AWG 35 kV 133% Pantalla de Cobre en Surtilec. SKU SRT-PENDING-E328104BC9F1. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-media-tension-cobre-xlpe-3-0-awg-35-kv-133-pantalla-de-cobre-srt-pending-e328104bc9f1.webp,"<p><strong>Cable Media Tensión Cobre XLPE 3/0 AWG 35 kV 133% Pantalla de Cobre</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-E328104BC9F1</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 3/0 AWG</li><li>Tensión indicada: 35 kV</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: XLPE</li><li>Construcción apantallada indicada</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-E328104BC9F1</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Media tensión cobre XLPE 35 kV. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://www.nexans.co/es/products/Redes-de-Transmisi%C3%B3n-y-Distribuci%C3%B3n-de-Energ%C3%ADa/Cables-de-Media-Tensi%C3%B3n/Cables-de-Cobre-Media-Tensi%C3%B3n/MV90CuXLPE-PVC35kV133.html"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-D48C9ED890D3,Cable Media Tensión Cobre XLPE 4/0 AWG 35 kV 133% Pantalla de Cobre,Cables especiales,,Producto genérico Surtilec,4/0 AWG,,35 kV,Sí,XLPE,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Media tensión cobre XLPE 35 kV,"Cotiza Cable Media Tensión Cobre XLPE 4/0 AWG 35 kV 133% Pantalla de Cobre en Surtilec. SKU SRT-PENDING-D48C9ED890D3. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-media-tension-cobre-xlpe-4-0-awg-35-kv-133-pantalla-de-cobre-srt-pending-d48c9ed890d3.webp,"<p><strong>Cable Media Tensión Cobre XLPE 4/0 AWG 35 kV 133% Pantalla de Cobre</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-D48C9ED890D3</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 4/0 AWG</li><li>Tensión indicada: 35 kV</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: XLPE</li><li>Construcción apantallada indicada</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-D48C9ED890D3</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Media tensión cobre XLPE 35 kV. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://www.nexans.co/es/products/Redes-de-Transmisi%C3%B3n-y-Distribuci%C3%B3n-de-Energ%C3%ADa/Cables-de-Media-Tensi%C3%B3n/Cables-de-Cobre-Media-Tensi%C3%B3n/MV90CuXLPE-PVC35kV133.html"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-BC7AB6C0DB1B,Cable Media Tensión Cobre XLPE 250 kcmil 35 kV 133% Pantalla de Cobre,Cables especiales,,Producto genérico Surtilec,250 kcmil,,35 kV,Sí,XLPE,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Media tensión cobre XLPE 35 kV,"Cotiza Cable Media Tensión Cobre XLPE 250 kcmil 35 kV 133% Pantalla de Cobre en Surtilec. SKU SRT-PENDING-BC7AB6C0DB1B. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-media-tension-cobre-xlpe-250-kcmil-35-kv-133-pantalla-de-cobre-srt-pending-bc7ab6c0db1b.webp,"<p><strong>Cable Media Tensión Cobre XLPE 250 kcmil 35 kV 133% Pantalla de Cobre</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-BC7AB6C0DB1B</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Sección: 250 kcmil</li><li>Tensión indicada: 35 kV</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: XLPE</li><li>Construcción apantallada indicada</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-BC7AB6C0DB1B</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Media tensión cobre XLPE 35 kV. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://www.nexans.co/es/products/Redes-de-Transmisi%C3%B3n-y-Distribuci%C3%B3n-de-Energ%C3%ADa/Cables-de-Media-Tensi%C3%B3n/Cables-de-Cobre-Media-Tensi%C3%B3n/MV90CuXLPE-PVC35kV133.html"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-2D3B75775E4F,Cable Media Tensión Cobre XLPE 350 kcmil 35 kV 133% Pantalla de Cobre,Cables especiales,,Producto genérico Surtilec,350 kcmil,,35 kV,Sí,XLPE,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Media tensión cobre XLPE 35 kV,"Cotiza Cable Media Tensión Cobre XLPE 350 kcmil 35 kV 133% Pantalla de Cobre en Surtilec. SKU SRT-PENDING-2D3B75775E4F. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-media-tension-cobre-xlpe-350-kcmil-35-kv-133-pantalla-de-cobre-srt-pending-2d3b75775e4f.webp,"<p><strong>Cable Media Tensión Cobre XLPE 350 kcmil 35 kV 133% Pantalla de Cobre</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-2D3B75775E4F</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Sección: 350 kcmil</li><li>Tensión indicada: 35 kV</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: XLPE</li><li>Construcción apantallada indicada</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-2D3B75775E4F</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Media tensión cobre XLPE 35 kV. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://www.nexans.co/es/products/Redes-de-Transmisi%C3%B3n-y-Distribuci%C3%B3n-de-Energ%C3%ADa/Cables-de-Media-Tensi%C3%B3n/Cables-de-Cobre-Media-Tensi%C3%B3n/MV90CuXLPE-PVC35kV133.html"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-C5F8C46F6DF4,Cable Media Tensión Cobre XLPE 500 kcmil 35 kV 133% Pantalla de Cobre,Cables especiales,,Producto genérico Surtilec,500 kcmil,,35 kV,Sí,XLPE,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Media tensión cobre XLPE 35 kV,"Cotiza Cable Media Tensión Cobre XLPE 500 kcmil 35 kV 133% Pantalla de Cobre en Surtilec. SKU SRT-PENDING-C5F8C46F6DF4. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-media-tension-cobre-xlpe-500-kcmil-35-kv-133-pantalla-de-cobre-srt-pending-c5f8c46f6df4.webp,"<p><strong>Cable Media Tensión Cobre XLPE 500 kcmil 35 kV 133% Pantalla de Cobre</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-C5F8C46F6DF4</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Sección: 500 kcmil</li><li>Tensión indicada: 35 kV</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: XLPE</li><li>Construcción apantallada indicada</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-C5F8C46F6DF4</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Media tensión cobre XLPE 35 kV. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://www.nexans.co/es/products/Redes-de-Transmisi%C3%B3n-y-Distribuci%C3%B3n-de-Energ%C3%ADa/Cables-de-Media-Tensi%C3%B3n/Cables-de-Cobre-Media-Tensi%C3%B3n/MV90CuXLPE-PVC35kV133.html"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-A1EEF1269335,Cable Media Tensión Cobre XLPE 1/0 AWG 15 kV 100%,Cables especiales,,Producto genérico Surtilec,1/0 AWG,,15 kV,,XLPE,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Media tensión cobre XLPE 15 kV,"Cotiza Cable Media Tensión Cobre XLPE 1/0 AWG 15 kV 100% en Surtilec. SKU SRT-PENDING-A1EEF1269335. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-media-tension-cobre-xlpe-1-0-awg-15-kv-100--srt-pending-a1eef1269335.webp,"<p><strong>Cable Media Tensión Cobre XLPE 1/0 AWG 15 kV 100%</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-A1EEF1269335</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 1/0 AWG</li><li>Tensión indicada: 15 kV</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: XLPE</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-A1EEF1269335</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Media tensión cobre XLPE 15 kV. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://www.nexans.co/es/products/Redes-de-Transmisi%C3%B3n-y-Distribuci%C3%B3n-de-Energ%C3%ADa/Cables-de-Media-Tensi%C3%B3n/Cables-de-Cobre-Media-Tensi%C3%B3n/MV90CuXLPE-PVC15kV133N33.html"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
